fid;DN;Longitud;Latitud
40742;20;-6.67;39.30
40744;10;-5.50;39.30
40745;19;-5.17;39.30
40746;13;-5.01;39.30
40747;4;-4.86;39.30
40748;14;-4.82;39.30
40749;16;-4.80;39.31
40750;7;-4.74;39.34
40752;8;-7.19;39.29
40753;13;-7.08;39.29
40754;21;-6.73;39.29
40755;12;-6.48;39.29
40756;20;-6.43;39.29
40757;20;-6.39;39.29
40758;8;-6.29;39.30
40759;6;-5.60;39.29
40760;8;-5.49;39.29
40761;11;-5.38;39.29
40765;21;-5.16;39.29
40766;15;-5.10;39.29
40767;13;-5.08;39.29
40768;11;-5.07;39.29
40769;4;-5.04;39.29
40770;7;-5.02;39.29
40771;11;-4.93;39.30
40772;13;-4.80;39.29
40773;11;-4.79;39.29
40774;9;-4.76;39.29
40775;14;-4.52;39.30
40778;7;-4.19;39.29
40781;8;-3.75;39.29
40782;8;-3.71;39.29
40783;3;-3.58;39.29
40784;7;-3.56;39.29
40785;4;-3.54;39.29
40786;4;-3.49;39.29
40787;4;-3.45;39.29
40788;4;-3.42;39.29
40789;9;-3.02;39.29
40790;4;-2.82;39.29
40791;4;-2.79;39.29
40792;4;-2.70;39.29
40795;4;-1.68;39.29
40796;7;-1.48;39.29
40797;3;-1.42;39.29
40799;7;-1.39;39.29
40800;3;-1.36;39.29
40802;5;-1.30;39.29
40803;3;-1.29;39.29
40804;4;-1.13;39.29
40805;3;-1.11;39.29
40806;4;-0.80;39.29
40807;4;3.06;39.29
40808;3;-0.74;39.32
40809;3;-4.69;39.34
40810;17;-7.08;39.33
40811;18;-6.87;39.31
40812;12;-7.17;39.31
40813;21;-6.76;39.32
40814;20;-6.62;39.30
40815;8;-3.81;39.30
40816;23;-6.74;39.29
40817;20;-6.51;39.29
40818;8;-5.47;39.36
40819;4;-1.95;39.29
40821;16;-6.91;39.29
40822;12;-6.76;39.29
40823;23;-6.70;39.29
40825;11;-5.04;39.29
40826;10;-4.12;39.29
40827;4;-3.47;39.29
40828;7;-0.96;39.35
40829;13;3.04;39.29
40830;13;3.08;39.29
40831;16;-7.17;39.28
40832;29;-7.16;39.28
40833;13;-7.11;39.28
40834;12;-6.86;39.28
40835;12;-6.79;39.28
40836;12;-6.71;39.28
40837;12;-6.54;39.28
40838;20;-6.53;39.28
40839;22;-6.52;39.28
40840;22;-6.50;39.28
40841;20;-6.48;39.28
40842;20;-6.44;39.28
40844;3;-6.17;39.28
40845;3;-5.92;39.28
40847;8;-5.50;39.28
40848;19;-5.16;39.28
40850;13;-5.06;39.29
40851;4;-4.85;39.28
40852;13;-4.81;39.28
40853;13;-4.79;39.28
40854;4;-4.06;39.28
40855;7;-3.58;39.28
40857;9;-3.04;39.28
40858;4;-2.85;39.28
40859;4;-2.76;39.28
40860;4;-2.71;39.28
40861;4;-2.68;39.29
40862;4;-2.59;39.28
40865;4;-1.49;39.28
40866;4;-1.46;39.28
40868;6;-1.29;39.28
40869;7;-1.25;39.28
40870;2;-0.44;39.28
40871;4;3.05;39.28
40872;4;3.07;39.28
40873;14;-6.16;39.32
40874;21;-5.18;39.28
40876;14;-6.35;39.29
40877;18;-4.36;39.28
40878;9;-4.18;39.29
40879;20;-6.56;39.28
40880;22;-6.53;39.34
40883;6;-5.51;39.28
40884;14;-4.40;39.28
40885;14;-4.31;39.28
40887;16;-7.16;39.27
40888;12;-7.09;39.27
40889;24;-6.96;39.27
40890;16;-6.86;39.27
40891;16;-6.81;39.27
40892;15;-6.66;39.27
40893;22;-6.54;39.27
40894;18;-6.53;39.27
40895;16;-6.51;39.27
40896;12;-6.50;39.27
40897;21;-6.48;39.27
40898;19;-6.47;39.27
40899;23;-6.46;39.27
40900;18;-6.40;39.28
40901;3;-6.33;39.27
40902;3;-6.25;39.27
40903;8;-6.22;39.27
40905;11;-6.14;39.27
40906;11;-6.11;39.29
40907;3;-5.93;39.27
40908;11;-5.89;39.27
40909;10;-5.85;39.29
40910;15;-5.16;39.27
40911;4;-5.06;39.27
40912;15;-5.05;39.27
40913;15;-4.98;39.27
40914;16;-4.86;39.27
40915;11;-4.85;39.27
40916;4;-4.83;39.27
40919;8;-3.70;39.27
40921;8;-3.67;39.27
40925;4;-2.83;39.27
40932;7;-1.18;39.27
40934;13;3.06;39.28
40935;4;-6.05;39.30
40936;10;-5.94;39.32
40937;31;-7.20;39.28
40938;10;-6.25;39.30
40939;12;-4.96;39.28
40940;9;-4.74;39.27
40941;7;-4.28;39.27
40942;4;-1.78;39.27
40943;8;-7.17;39.27
40944;29;-7.15;39.27
40945;12;-7.13;39.27
40946;14;-7.11;39.27
40947;11;-6.67;39.27
40948;13;-5.93;39.28
40949;2;-5.58;39.28
40950;11;-5.27;39.27
40951;17;-5.08;39.27
40952;7;-4.93;39.28
40953;5;-4.73;39.27
40954;4;-3.58;39.27
40956;4;-2.66;39.27
40957;4;-2.07;39.27
40958;6;-1.35;39.27
40959;9;-1.19;39.30
40960;4;-0.75;39.27
40962;16;-7.20;39.26
40963;31;-7.16;39.26
40964;8;-7.03;39.26
40965;16;-6.95;39.27
40966;16;-6.84;39.26
40967;15;-6.62;39.26
40968;21;-6.47;39.26
40969;23;-6.45;39.26
40970;19;-6.44;39.26
40971;22;-6.43;39.26
40972;20;-6.41;39.26
40973;8;-6.24;39.26
40974;15;-6.19;39.26
40975;12;-6.17;39.26
40976;12;-6.10;39.26
40977;8;-6.01;39.26
40982;4;-5.16;39.26
40983;16;-4.97;39.26
40984;12;-4.93;39.26
40985;4;-4.85;39.26
40986;11;-4.83;39.26
40989;7;-4.43;39.26
40991;9;-4.16;39.26
40993;8;-3.71;39.26
40994;8;-3.68;39.26
40995;8;-3.65;39.26
40996;4;-3.42;39.26
40998;4;-2.86;39.26
40999;4;-2.75;39.26
41000;4;-2.64;39.26
41001;4;-2.59;39.26
41005;4;-1.75;39.26
41006;4;-1.46;39.26
41008;9;-1.18;39.26
41012;3;-0.50;39.26
41013;11;-4.81;39.28
41015;12;-4.02;39.28
41016;9;-3.12;39.29
41017;20;-6.90;39.27
41018;15;-6.69;39.27
41019;13;-5.21;39.27
41020;20;-6.86;39.26
41021;16;-6.56;39.26
41022;11;-6.22;39.26
41023;8;-6.15;39.26
41024;12;-5.80;39.26
41026;9;-5.49;39.26
41027;17;-5.18;39.26
41028;7;-5.00;39.26
41029;4;-4.81;39.26
41030;9;-3.03;39.26
41031;4;-2.71;39.26
41033;31;-7.21;39.26
41035;8;-7.15;39.26
41036;15;-7.13;39.26
41037;22;-6.91;39.26
41038;20;-6.81;39.26
41039;11;-6.69;39.26
41040;15;-6.67;39.26
41041;25;-6.45;39.26
41042;23;-6.44;39.26
41043;16;-6.43;39.26
41044;13;-6.01;39.26
41046;8;-5.98;39.26
41047;7;-5.96;39.26
41048;9;-5.95;39.26
41049;7;-5.93;39.26
41050;9;-5.91;39.26
41053;7;-5.48;39.26
41054;11;-5.30;39.26
41055;15;-5.16;39.26
41056;7;-5.05;39.26
41057;15;-4.99;39.26
41058;12;-4.97;39.26
41059;4;-4.83;39.26
41064;6;-4.16;39.26
41067;8;-3.72;39.26
41068;12;-3.68;39.26
41069;8;-3.67;39.26
41072;4;-2.88;39.26
41074;4;-2.48;39.26
41079;4;-1.82;39.26
41082;8;-1.37;39.26
41084;4;-1.18;39.26
41086;3;-3.84;39.27
41087;12;-7.05;39.27
41088;4;-1.75;39.34
41089;15;-7.06;39.26
41090;15;-6.76;39.27
41091;16;-6.53;39.26
41094;15;-5.09;39.26
41095;17;-7.09;39.26
41096;17;-6.78;39.25
41098;12;-5.89;39.25
41099;13;-5.24;39.25
41100;17;-5.20;39.25
41101;19;-5.19;39.25
41103;3;-0.45;39.25
41105;11;-7.13;39.25
41106;17;-7.05;39.25
41107;20;-6.91;39.25
41108;25;-6.44;39.25
41109;11;-6.24;39.25
41110;12;-6.18;39.25
41111;8;-6.16;39.25
41112;9;-5.93;39.25
41113;7;-5.91;39.25
41115;2;-5.54;39.25
41116;4;-5.48;39.25
41117;4;-5.16;39.25
41118;4;-5.07;39.25
41119;15;-5.05;39.25
41120;10;-5.01;39.25
41121;19;-4.97;39.25
41123;7;-4.54;39.25
41124;7;-4.50;39.25
41125;2;-4.16;39.25
41126;8;-3.62;39.25
41127;4;-3.48;39.25
41132;4;-1.69;39.25
41134;7;-4.10;39.26
41135;19;-6.48;39.25
41136;18;-6.35;39.25
41137;7;-6.33;39.25
41138;16;-7.18;39.25
41140;7;-5.29;39.31
41141;29;-7.16;39.24
41142;23;-6.44;39.24
41143;10;-6.22;39.24
41144;9;-5.46;39.24
41146;21;-5.17;39.24
41147;7;-5.06;39.24
41148;10;-4.98;39.24
41149;4;-4.78;39.24
41151;29;-7.23;39.24
41152;16;-7.22;39.24
41154;11;-7.08;39.24
41155;15;-7.05;39.24
41156;15;-6.75;39.24
41157;15;-6.70;39.24
41158;16;-6.40;39.24
41159;9;-6.30;39.25
41160;13;-6.26;39.25
41161;11;-6.25;39.24
41164;4;-5.59;39.24
41165;3;-5.48;39.24
41166;6;-5.44;39.24
41168;13;-5.26;39.24
41169;21;-5.19;39.24
41170;4;-5.18;39.24
41171;4;-5.10;39.24
41172;11;-5.08;39.24
41173;13;-4.78;39.24
41175;7;-4.48;39.24
41179;12;-3.59;39.24
41180;4;-3.39;39.24
41182;9;-3.18;39.24
41183;9;-3.10;39.24
41184;4;-2.88;39.24
41196;3;-0.47;39.24
41197;17;-7.02;39.24
41198;3;-4.73;39.24
41199;4;-3.42;39.26
41200;12;-7.14;39.24
41201;14;-7.04;39.24
41202;12;-6.13;39.24
41203;8;-3.69;39.24
41205;22;-6.85;39.25
41206;4;-6.15;39.23
41207;13;-6.00;39.23
41208;4;-5.91;39.23
41209;20;-5.00;39.24
41210;15;-4.97;39.23
41211;7;-4.43;39.23
41215;29;-7.26;39.23
41216;13;-7.05;39.23
41218;16;-6.91;39.23
41219;25;-6.81;39.23
41220;15;-6.73;39.23
41221;15;-6.58;39.23
41222;12;-6.53;39.23
41223;12;-6.51;39.23
41224;15;-6.46;39.23
41225;21;-6.45;39.23
41226;6;-6.32;39.23
41230;10;-5.65;39.23
41231;4;-5.64;39.23
41232;5;-5.46;39.23
41233;10;-5.45;39.23
41234;18;-5.21;39.23
41235;22;-5.20;39.23
41237;17;-5.14;39.29
41238;15;-5.02;39.23
41239;18;-5.01;39.23
41240;10;-4.99;39.23
41241;12;-4.92;39.23
41242;7;-4.37;39.23
41243;8;-3.93;39.23
41245;12;-3.60;39.23
41246;4;-3.49;39.23
41247;9;-3.17;39.23
41248;9;-3.14;39.23
41249;4;-1.83;39.23
41252;21;-6.49;39.23
41253;13;-4.80;39.23
41254;9;-3.21;39.23
41255;17;-7.12;39.23
41256;20;-6.41;39.23
41257;12;-6.16;39.23
41258;17;-5.02;39.26
41259;29;-7.23;39.25
41260;16;-7.19;39.22
41261;10;-7.04;39.22
41262;18;-6.75;39.23
41264;8;-5.42;39.22
41265;13;-5.29;39.25
41266;19;-5.09;39.22
41267;15;-5.07;39.22
41268;7;-4.75;39.26
41270;29;-7.23;39.22
41271;16;-7.22;39.22
41272;4;-7.14;39.22
41273;15;-7.06;39.22
41274;8;-7.03;39.22
41275;20;-6.90;39.22
41276;16;-6.88;39.22
41277;18;-6.85;39.22
41278;6;-6.83;39.23
41279;25;-6.82;39.22
41280;6;-6.80;39.22
41281;15;-6.71;39.22
41282;19;-6.48;39.22
41283;19;-6.45;39.22
41284;22;-6.40;39.22
41285;16;-6.38;39.22
41286;4;-6.14;39.22
41287;12;-6.13;39.22
41288;12;-5.81;39.22
41289;9;-5.46;39.22
41290;15;-5.24;39.22
41291;20;-5.17;39.22
41292;4;-5.16;39.22
41293;15;-5.14;39.22
41294;4;-5.13;39.22
41295;7;-5.02;39.22
41296;20;-5.01;39.22
41297;10;-5.00;39.22
41298;18;-4.98;39.22
41299;15;-4.94;39.22
41303;7;-4.36;39.22
41304;9;-4.27;39.22
41307;9;-3.16;39.22
41308;9;-3.08;39.22
41309;4;-2.88;39.22
41312;4;-1.51;39.22
41313;4;-1.19;39.22
41317;3;-0.49;39.22
41318;15;-4.36;39.24
41319;4;-5.97;39.23
41320;6;-5.92;39.23
41321;11;-5.24;39.23
41322;5;-5.51;39.24
41323;3;-4.10;39.22
41324;16;-7.16;39.22
41325;25;-6.43;39.22
41326;10;-6.33;39.22
41328;15;-7.10;39.23
41329;15;-6.47;39.21
41330;21;-6.46;39.21
41331;22;-6.43;39.21
41332;14;-6.31;39.21
41333;18;-5.18;39.21
41334;17;-5.11;39.21
41335;16;-3.74;39.25
41337;29;-7.18;39.22
41338;11;-7.11;39.21
41339;17;-7.08;39.22
41340;13;-6.96;39.21
41341;6;-6.86;39.21
41342;16;-6.83;39.21
41343;19;-6.82;39.21
41344;23;-6.81;39.21
41345;18;-6.79;39.21
41346;14;-6.77;39.21
41347;11;-6.70;39.21
41348;21;-6.48;39.21
41349;15;-6.45;39.21
41350;16;-6.41;39.21
41352;4;-6.18;39.21
41353;8;-6.16;39.21
41356;9;-6.03;39.21
41357;12;-5.89;39.21
41359;4;-5.65;39.21
41360;4;-5.56;39.21
41361;5;-5.48;39.21
41362;14;-5.24;39.21
41363;14;-5.19;39.21
41364;14;-5.16;39.21
41365;21;-5.09;39.21
41366;17;-5.07;39.21
41367;17;-5.02;39.21
41368;10;-5.01;39.21
41369;10;-4.99;39.21
41370;20;-4.98;39.21
41371;16;-4.92;39.24
41372;7;-4.86;39.21
41373;13;-4.80;39.21
41375;3;-4.73;39.21
41376;7;-4.45;39.21
41377;5;-4.23;39.25
41378;2;-4.17;39.22
41381;12;-3.64;39.26
41382;4;-2.51;39.21
41386;4;-1.62;39.21
41387;3;-1.51;39.21
41389;4;-1.24;39.21
41392;2;-0.32;39.21
41393;7;-4.64;39.25
41394;11;-4.83;39.22
41395;16;-7.24;39.22
41396;8;-3.98;39.24
41397;10;-6.28;39.22
41398;6;-5.59;39.24
41399;3;-5.50;39.22
41401;20;-6.39;39.21
41402;6;-5.44;39.21
41403;10;-5.30;39.21
41404;19;-4.96;39.22
41405;11;-4.76;39.21
41406;11;-4.30;39.24
41407;8;-7.22;39.21
41408;16;-7.20;39.20
41409;10;-7.13;39.21
41410;14;-7.05;39.21
41411;21;-7.00;39.20
41412;22;-6.84;39.21
41413;2;-5.58;39.21
41415;15;-5.12;39.22
41416;20;-5.00;39.20
41417;15;-4.95;39.21
41420;29;-7.15;39.20
41421;4;-7.14;39.20
41422;14;-7.10;39.20
41423;12;-7.08;39.20
41425;16;-6.85;39.20
41426;18;-6.77;39.20
41427;18;-6.74;39.20
41428;11;-6.66;39.20
41429;12;-6.47;39.20
41430;20;-6.37;39.20
41431;6;-5.96;39.21
41434;5;-5.49;39.20
41435;9;-5.48;39.20
41436;12;-5.25;39.20
41437;18;-5.23;39.21
41438;20;-5.20;39.21
41439;11;-5.11;39.20
41440;13;-5.05;39.21
41441;16;-5.01;39.20
41442;10;-4.98;39.20
41443;7;-4.73;39.20
41444;3;-4.72;39.20
41445;16;-4.03;39.20
41447;8;-3.71;39.20
41448;4;-3.53;39.21
41454;6;-1.93;39.20
41455;4;-1.82;39.20
41456;11;-1.44;39.20
41457;4;-1.19;39.20
41459;4;-5.39;39.24
41460;24;-6.93;39.24
41461;18;-6.52;39.22
41462;8;-6.21;39.22
41464;22;-6.89;39.20
41465;25;-6.81;39.20
41466;20;-6.77;39.21
41467;16;-6.43;39.20
41468;14;-6.33;39.20
41469;4;-6.16;39.20
41473;6;-5.59;39.20
41474;17;-5.09;39.20
41477;16;-3.94;39.20
41478;8;-3.76;39.20
41479;10;-3.67;39.20
41480;4;-7.22;39.19
41482;4;-7.17;39.19
41484;16;-7.15;39.19
41485;8;-7.14;39.19
41486;4;-7.13;39.19
41487;13;-7.09;39.19
41488;21;-6.98;39.25
41489;20;-6.89;39.19
41490;21;-6.82;39.19
41491;14;-6.75;39.19
41492;11;-6.73;39.19
41493;15;-6.71;39.20
41494;15;-6.64;39.19
41495;11;-6.62;39.19
41496;20;-6.41;39.19
41497;12;-6.28;39.19
41499;2;-5.61;39.19
41501;4;-5.55;39.19
41502;4;-5.41;39.20
41504;8;-5.28;39.20
41505;15;-5.24;39.19
41506;17;-5.22;39.19
41507;18;-5.20;39.19
41508;18;-5.17;39.19
41509;8;-5.16;39.19
41510;15;-5.14;39.19
41511;4;-5.12;39.19
41512;11;-5.08;39.19
41513;22;-4.99;39.19
41514;15;-4.97;39.19
41516;7;-4.79;39.19
41517;7;-4.72;39.19
41518;11;-4.63;39.19
41519;15;-4.62;39.19
41520;11;-4.53;39.19
41522;4;-2.72;39.19
41530;11;-1.45;39.19
41533;7;-0.75;39.24
41535;8;-6.26;39.19
41536;8;-6.13;39.20
41537;2;-5.98;39.19
41538;14;-5.85;39.23
41539;4;-5.16;39.20
41541;7;-1.60;39.20
41543;4;-7.19;39.19
41544;17;-6.64;39.23
41545;11;-6.58;39.19
41546;12;-6.55;39.19
41547;16;-6.35;39.19
41548;14;-6.30;39.19
41549;12;-6.21;39.19
41550;8;-5.74;39.27
41551;4;-5.61;39.20
41552;6;-5.47;39.19
41553;11;-4.69;39.19
41554;7;-4.47;39.19
41555;10;-3.59;39.19
41558;2;-0.34;39.30
41559;9;-7.15;39.18
41560;13;-7.13;39.18
41561;19;-7.09;39.18
41562;13;-7.08;39.18
41563;21;-6.81;39.18
41564;19;-6.79;39.18
41565;16;-6.72;39.18
41566;11;-6.69;39.18
41567;21;-6.62;39.18
41569;22;-6.44;39.19
41570;4;-6.43;39.18
41571;22;-6.38;39.22
41572;16;-6.38;39.18
41573;20;-6.35;39.18
41574;12;-6.32;39.19
41575;14;-5.89;39.18
41576;12;-5.88;39.18
41577;10;-5.80;39.20
41578;10;-5.64;39.18
41580;12;-5.40;39.18
41581;6;-5.39;39.18
41582;12;-5.31;39.18
41583;4;-5.27;39.18
41584;22;-5.21;39.18
41585;15;-5.20;39.18
41586;22;-5.17;39.18
41587;13;-5.14;39.18
41588;15;-5.13;39.18
41589;4;-4.79;39.18
41590;11;-4.60;39.18
41591;4;-3.52;39.18
41592;4;-2.73;39.18
41599;2;-0.32;39.18
41600;5;2.96;39.19
41601;6;-3.33;39.19
41602;8;-1.39;39.20
41603;9;-6.01;39.18
41604;6;-1.86;39.19
41605;4;-5.92;39.19
41606;4;-7.16;39.18
41607;21;-6.77;39.18
41608;12;-6.71;39.18
41609;13;-6.66;39.18
41611;9;-6.06;39.22
41613;16;-5.34;39.18
41614;20;-5.29;39.18
41615;17;-5.11;39.18
41616;11;-5.10;39.18
41617;7;-4.70;39.18
41619;8;-3.61;39.18
41623;8;-1.31;39.18
41624;15;-7.12;39.18
41625;12;-6.90;39.17
41626;12;-6.84;39.17
41627;16;-6.79;39.17
41628;19;-6.78;39.17
41629;16;-6.70;39.17
41630;7;-6.68;39.17
41631;17;-6.61;39.17
41632;13;-6.59;39.17
41633;12;-6.28;39.17
41634;8;-6.21;39.17
41635;6;-6.15;39.17
41637;4;-6.12;39.17
41640;6;-5.90;39.17
41641;10;-5.46;39.17
41644;8;-5.33;39.17
41646;22;-5.29;39.17
41647;20;-5.27;39.17
41648;22;-5.23;39.17
41649;12;-5.21;39.17
41650;22;-5.20;39.17
41651;22;-5.18;39.17
41652;10;-5.17;39.17
41653;11;-5.14;39.17
41654;13;-5.13;39.17
41656;10;-4.69;39.17
41657;4;-4.66;39.17
41658;11;-4.37;39.17
41660;8;-3.74;39.17
41661;10;-3.62;39.17
41669;7;-1.63;39.17
41670;7;-1.58;39.17
41673;6;-6.87;39.18
41674;15;-6.91;39.17
41675;17;-6.64;39.17
41676;14;-5.41;39.17
41677;20;-5.24;39.18
41678;14;-5.16;39.17
41679;17;-5.08;39.17
41680;18;-4.63;39.18
41682;3;-1.18;39.18
41684;12;-6.46;39.17
41685;4;-6.30;39.17
41687;4;-5.88;39.17
41688;6;-5.73;39.17
41691;13;-7.04;39.16
41692;8;-7.03;39.16
41693;16;-6.85;39.16
41694;16;-6.78;39.16
41695;11;-6.67;39.16
41696;7;-6.65;39.16
41697;4;-6.26;39.16
41698;2;-6.10;39.16
41700;6;-6.05;39.16
41701;2;-6.00;39.16
41702;2;-5.79;39.16
41704;2;-5.68;39.16
41705;4;-5.64;39.16
41706;2;-5.58;39.16
41707;14;-5.23;39.16
41708;4;-5.21;39.16
41709;4;-5.17;39.16
41710;17;-5.14;39.16
41711;13;-5.12;39.16
41712;8;-5.11;39.16
41717;18;-4.66;39.16
41718;7;-4.44;39.16
41719;11;-4.38;39.16
41720;3;-4.30;39.17
41722;8;-3.75;39.16
41723;8;-3.66;39.16
41724;10;-3.65;39.16
41731;4;-1.83;39.16
41732;7;-1.61;39.16
41735;5;2.92;39.16
41736;5;2.98;39.16
41737;11;-4.46;39.23
41739;18;-6.89;39.17
41740;8;-3.81;39.18
41742;4;-6.45;39.16
41743;4;-6.21;39.16
41745;4;-6.14;39.16
41746;20;-5.31;39.16
41747;14;-5.26;39.16
41748;12;-5.20;39.16
41749;22;-4.61;39.16
41751;5;2.94;39.16
41752;17;-7.07;39.16
41753;17;-7.04;39.16
41754;9;-6.91;39.16
41755;12;-6.85;39.16
41756;18;-6.78;39.16
41757;16;-6.77;39.16
41758;15;-6.63;39.16
41759;17;-6.62;39.16
41760;7;-6.60;39.16
41761;4;-6.42;39.16
41766;2;-5.82;39.16
41768;2;-5.59;39.16
41769;6;-5.56;39.17
41770;10;-5.44;39.16
41772;4;-5.30;39.16
41773;20;-5.28;39.16
41774;20;-5.22;39.16
41775;18;-5.16;39.16
41776;15;-5.14;39.16
41778;19;-5.04;39.16
41780;11;-5.00;39.16
41781;18;-4.63;39.16
41782;14;-4.62;39.16
41783;11;-4.59;39.16
41785;15;-4.51;39.16
41787;8;-3.96;39.16
41788;8;-3.71;39.16
41789;10;-3.67;39.16
41790;10;-3.59;39.16
41796;7;-1.62;39.16
41798;4;-0.68;39.16
41800;7;-1.13;39.23
41801;19;-5.02;39.17
41802;19;-4.56;39.17
41803;19;-7.06;39.17
41806;18;-6.83;39.17
41807;14;-4.67;39.17
41808;10;-6.44;39.15
41811;6;-5.50;39.16
41814;4;-5.19;39.15
41815;7;-4.34;39.17
41817;13;-7.12;39.16
41818;8;-7.03;39.15
41819;13;-6.89;39.15
41820;16;-6.85;39.15
41821;12;-6.46;39.15
41823;6;-5.94;39.15
41824;4;-5.73;39.16
41825;4;-5.67;39.15
41826;2;-5.61;39.15
41828;6;-5.39;39.15
41829;4;-5.29;39.15
41830;20;-5.25;39.15
41831;14;-5.21;39.15
41832;4;-5.16;39.15
41833;19;-5.08;39.15
41835;11;-5.02;39.15
41836;7;-4.80;39.15
41838;12;-4.54;39.15
41839;4;-4.53;39.15
41840;12;-4.51;39.15
41841;16;-4.50;39.15
41843;16;-3.94;39.15
41845;8;-3.68;39.15
41854;2;-1.94;39.15
41856;3;-1.71;39.15
41857;3;-1.68;39.15
41858;4;-1.33;39.15
41860;5;2.93;39.15
41861;5;2.96;39.15
41862;14;-5.18;39.16
41863;2;-5.65;39.15
41865;6;-5.65;39.16
41866;18;-6.84;39.14
41868;4;-5.97;39.15
41870;11;-5.13;39.15
41871;11;-4.98;39.14
41872;11;-4.65;39.14
41873;8;-3.92;39.14
41874;8;-3.81;39.14
41875;4;-1.73;39.21
41879;12;-6.81;39.14
41882;6;-6.34;39.14
41885;2;-5.94;39.14
41886;2;-5.84;39.14
41887;4;-5.70;39.14
41889;6;-5.66;39.14
41890;10;-5.56;39.14
41891;10;-5.52;39.14
41893;10;-5.45;39.14
41894;16;-5.34;39.14
41895;20;-5.30;39.14
41897;20;-5.20;39.14
41898;13;-5.19;39.14
41899;18;-5.18;39.14
41900;15;-5.14;39.14
41901;11;-5.07;39.14
41903;4;-4.55;39.14
41904;8;-4.54;39.14
41905;8;-4.03;39.14
41906;10;-3.68;39.14
41907;8;-3.67;39.14
41911;4;-1.07;39.14
41913;4;-0.41;39.14
41914;4;-1.11;39.16
41916;6;-3.28;39.16
41917;11;-1.62;39.16
41918;6;-6.22;39.14
41919;6;-1.95;39.14
41920;6;-5.48;39.14
41922;13;-5.16;39.13
41923;15;-4.65;39.13
41925;10;-3.61;39.13
41927;4;-1.34;39.22
41928;5;2.93;39.13
41929;13;-7.04;39.13
41930;8;-6.97;39.13
41931;11;-6.83;39.13
41932;12;-6.72;39.13
41933;22;-6.70;39.13
41934;12;-6.56;39.13
41935;12;-6.53;39.13
41936;10;-6.41;39.13
41937;8;-6.40;39.13
41938;4;-6.35;39.13
41939;4;-6.29;39.13
41940;4;-6.26;39.13
41942;2;-5.93;39.13
41943;2;-5.87;39.13
41945;6;-5.73;39.13
41946;4;-5.71;39.13
41947;6;-5.70;39.13
41949;2;-5.50;39.13
41950;6;-5.42;39.13
41951;6;-5.35;39.13
41952;20;-5.29;39.13
41953;4;-5.23;39.13
41954;12;-5.21;39.13
41955;8;-5.19;39.13
41957;11;-5.14;39.13
41958;17;-5.10;39.13
41959;15;-5.08;39.13
41960;11;-5.01;39.13
41962;7;-4.78;39.17
41963;11;-4.63;39.13
41964;19;-4.61;39.13
41965;16;-4.53;39.13
41966;8;-3.99;39.13
41968;8;-3.89;39.17
41969;8;-3.84;39.13
41971;4;-3.35;39.24
41974;4;-1.10;39.13
41976;4;-0.42;39.13
41977;12;-4.90;39.19
41978;10;-6.38;39.16
41979;7;-1.69;39.16
41980;15;-7.14;39.13
41982;8;-4.57;39.13
41983;13;-7.10;39.12
41984;13;-6.86;39.12
41986;10;-6.43;39.12
41987;7;-4.80;39.12
41988;16;-4.00;39.16
41989;8;-3.95;39.12
41990;16;-3.93;39.12
41993;8;-1.38;39.12
41995;9;-6.83;39.12
41996;11;-6.81;39.12
41997;8;-6.41;39.12
41998;8;-6.38;39.12
42000;8;-6.26;39.12
42001;4;-6.14;39.12
42002;8;-5.70;39.12
42003;6;-5.49;39.12
42004;10;-5.48;39.12
42005;6;-5.43;39.12
42006;15;-5.12;39.14
42007;17;-5.08;39.12
42008;16;-4.93;39.12
42010;7;-4.82;39.12
42011;15;-4.73;39.12
42012;15;-4.63;39.12
42013;11;-4.61;39.13
42014;16;-4.58;39.12
42015;16;-4.55;39.12
42016;8;-3.98;39.12
42017;8;-3.81;39.12
42018;10;-3.68;39.12
42019;10;-3.65;39.13
42022;2;-2.67;39.12
42024;5;-2.31;39.12
42026;2;-1.90;39.16
42027;6;-1.89;39.12
42028;4;-1.86;39.12
42030;3;-1.64;39.12
42031;7;-1.52;39.16
42032;7;-1.29;39.12
42035;8;-6.29;39.14
42036;4;-1.42;39.14
42037;15;-7.08;39.13
42038;18;-6.73;39.15
42039;6;-6.16;39.14
42040;8;-7.02;39.12
42041;14;-6.78;39.13
42043;10;-5.64;39.12
42044;2;-5.51;39.17
42045;19;-5.02;39.12
42046;4;-7.15;39.11
42047;20;-6.70;39.11
42048;17;-5.16;39.12
42049;16;-4.88;39.13
42050;8;-3.62;39.11
42053;6;-2.74;39.12
42055;15;-7.11;39.11
42056;9;-7.08;39.11
42057;11;-6.85;39.11
42058;9;-6.81;39.11
42059;16;-6.71;39.11
42060;4;-6.41;39.11
42061;8;-6.39;39.11
42062;6;-6.22;39.11
42065;20;-5.29;39.11
42066;4;-5.26;39.11
42067;12;-5.20;39.11
42069;16;-4.94;39.11
42070;12;-4.92;39.11
42071;12;-4.87;39.11
42072;7;-4.75;39.11
42073;15;-4.69;39.12
42074;19;-4.61;39.11
42075;16;-4.60;39.11
42076;12;-4.51;39.11
42077;13;-4.01;39.11
42083;2;-2.71;39.11
42084;6;-2.65;39.11
42085;4;-2.32;39.21
42086;9;-2.24;39.16
42089;3;-0.99;39.11
42091;13;-6.63;39.13
42092;3;-0.89;39.20
42093;18;-4.66;39.12
