fid;DN;Longitud;Latitud
8943;3;-1.05;42.60
8944;4;-1.04;42.60
8945;14;-0.91;42.60
8946;5;-0.89;42.60
8948;9;-0.59;42.60
8950;3;-0.49;42.60
8952;9;-0.35;42.60
8953;13;-0.29;42.60
8954;16;-0.24;42.60
8955;3;-0.23;42.60
8956;4;-0.12;42.60
8957;8;-0.06;42.60
8958;9;0.09;42.60
8959;5;0.12;42.60
8960;14;0.25;42.60
8961;9;0.32;42.60
8962;4;0.44;42.60
8963;19;0.52;42.60
8965;17;0.68;42.60
8966;6;0.74;42.60
8967;17;0.79;42.60
8968;6;0.86;42.60
8969;10;1.05;42.60
8970;10;1.12;42.60
8971;9;1.23;42.60
8972;13;1.27;42.60
8973;9;1.28;42.60
8974;13;1.33;42.60
8975;9;1.34;42.60
8976;10;1.35;42.60
8977;13;1.39;42.60
8978;4;1.40;42.60
8979;10;-2.69;42.61
8980;13;-3.81;42.61
8981;7;0.04;42.62
8982;7;-2.74;42.60
8983;10;-1.92;42.61
8985;5;-3.83;42.59
8986;4;-3.64;42.60
8987;8;-1.71;42.60
8988;27;-1.32;42.60
8989;8;0.16;42.59
8990;13;1.24;42.60
8991;4;-6.92;42.60
8993;3;-4.82;42.59
8994;8;-4.78;42.59
8995;5;-3.89;42.59
8996;8;-3.75;42.60
8997;8;-2.05;42.60
8998;13;-2.02;42.59
8999;11;-1.27;42.60
9000;4;-1.00;42.60
9001;9;-0.39;42.59
9002;4;-0.09;42.59
9003;3;0.06;42.59
9004;6;0.29;42.60
9005;17;0.31;42.59
9006;22;0.45;42.59
9007;22;0.50;42.59
9009;6;1.17;42.60
9010;4;-8.49;42.59
9011;4;-8.43;42.59
9012;4;-8.30;42.59
9014;4;-5.59;42.59
9018;5;-5.19;42.59
9019;5;-4.94;42.59
9020;12;-4.79;42.59
9021;9;-4.72;42.59
9022;3;-4.67;42.59
9023;8;-4.63;42.59
9024;9;-4.53;42.59
9025;5;-4.25;42.59
9026;3;-3.85;42.59
9027;11;-2.92;42.60
9028;12;-2.66;42.59
9029;8;-2.65;42.59
9030;13;-2.27;42.59
9031;8;-2.24;42.59
9032;10;-2.21;42.59
9033;4;-2.19;42.59
9034;4;-2.15;42.59
9035;6;-1.93;42.59
9036;5;-1.76;42.59
9037;17;-1.72;42.59
9038;21;-1.69;42.59
9039;21;-1.55;42.59
9040;5;-1.40;42.59
9041;23;-1.34;42.59
9042;8;-1.33;42.59
9043;25;-1.30;42.59
9044;7;-1.26;42.59
9045;3;-1.23;42.59
9046;7;-1.09;42.59
9047;4;-1.02;42.59
9048;12;-0.93;42.59
9049;5;-0.67;42.59
9051;16;-0.54;42.59
9052;3;-0.53;42.59
9053;16;-0.25;42.59
9054;11;-0.02;42.59
9055;8;0.08;42.59
9056;4;0.12;42.59
9057;17;0.26;42.59
9058;11;0.27;42.59
9059;22;0.32;42.59
9060;6;0.42;42.59
9061;19;0.44;42.59
9062;19;0.47;42.59
9063;22;0.55;42.59
9065;4;0.80;42.59
9066;6;0.87;42.59
9067;10;1.06;42.59
9068;10;1.09;42.59
9069;3;1.12;42.59
9070;10;1.14;42.59
9071;10;1.28;42.59
9072;6;1.39;42.59
9073;13;1.40;42.59
9075;5;-5.78;42.62
9076;9;-5.72;42.63
9077;19;0.34;42.59
9078;5;-5.70;42.59
9079;9;-5.66;42.59
9080;5;-2.38;42.59
9081;10;-2.12;42.60
9082;15;-1.97;42.60
9083;6;0.35;42.63
9085;5;-5.65;42.58
9086;7;-4.80;42.58
9087;14;-4.33;42.58
9089;4;-3.74;42.59
9090;16;-2.76;42.58
9094;5;-1.86;42.58
9096;17;-0.91;42.58
9097;9;-0.65;42.58
9098;9;-0.50;42.58
9099;13;-0.24;42.58
9100;16;-0.22;42.59
9101;6;0.21;42.65
9102;10;1.20;42.59
9103;4;-6.82;42.58
9107;4;-5.57;42.58
9108;5;-5.29;42.58
9109;5;-5.26;42.58
9110;8;-4.85;42.58
9111;4;-4.82;42.58
9112;8;-4.79;42.58
9113;8;-4.73;42.58
9114;12;-4.63;42.58
9115;9;-4.54;42.58
9116;14;-4.24;42.58
9117;8;-3.95;42.58
9118;11;-3.85;42.58
9122;8;-2.96;42.58
9124;16;-2.80;42.58
9125;12;-2.64;42.58
9126;3;-2.34;42.58
9127;6;-2.23;42.58
9128;4;-2.21;42.58
9129;6;-2.19;42.58
9130;8;-2.11;42.58
9132;13;-2.00;42.58
9133;22;-1.84;42.58
9134;22;-1.80;42.58
9135;8;-1.72;42.58
9136;19;-1.70;42.58
9137;8;-1.67;42.58
9138;21;-1.61;42.58
9139;17;-1.55;42.58
9142;8;-1.30;42.58
9144;3;-1.03;42.58
9145;3;-0.94;42.58
9146;12;-0.69;42.58
9148;5;-0.66;42.58
9150;9;-0.34;42.58
9151;13;-0.30;42.58
9152;3;-0.25;42.58
9153;4;-0.11;42.58
9154;3;-0.04;42.58
9155;11;0.00;42.58
9156;11;0.10;42.58
9157;11;0.15;42.58
9158;6;0.20;42.58
9159;17;0.27;42.58
9160;9;0.33;42.58
9161;6;0.55;42.58
9162;17;0.80;42.58
9163;6;0.85;42.58
9164;9;0.96;42.58
9165;10;1.05;42.58
9166;13;1.09;42.58
9167;10;1.11;42.58
9169;9;1.15;42.58
9170;9;1.24;42.58
9171;10;1.31;42.58
9172;6;1.40;42.58
9173;10;1.41;42.58
9174;3;-4.90;42.65
9175;8;-4.15;42.59
9176;13;-0.79;42.59
9177;4;-6.85;42.58
9179;7;-2.71;42.58
9180;9;-1.42;42.58
9181;5;-1.36;42.58
9182;3;-1.11;42.58
9184;4;-8.33;42.57
9185;4;-4.70;42.57
9186;3;-4.65;42.58
9187;8;-3.79;42.58
9188;8;-3.41;42.58
9189;4;-2.25;42.57
9190;5;-1.38;42.57
9191;7;-1.27;42.57
9192;4;-1.14;42.57
9194;3;-0.21;42.57
9195;4;0.03;42.57
9196;11;0.08;42.57
9197;8;0.12;42.57
9198;5;0.18;42.58
9199;6;0.44;42.57
9200;10;0.82;42.58
9201;10;1.37;42.58
9202;4;-8.36;42.57
9204;4;-8.30;42.57
9205;4;-8.28;42.57
9207;5;-5.74;42.57
9208;5;-5.67;42.57
9214;5;-5.30;42.57
9215;5;-5.27;42.57
9216;5;-5.21;42.57
9217;7;-4.63;42.57
9218;8;-3.89;42.57
9219;5;-3.87;42.57
9221;8;-3.83;42.57
9222;4;-3.76;42.57
9223;16;-2.82;42.57
9224;5;-2.76;42.57
9225;5;-2.43;42.57
9227;3;-2.33;42.57
9228;4;-2.24;42.57
9230;4;-2.19;42.57
9232;8;-2.03;42.57
9233;15;-2.01;42.57
9234;17;-1.65;42.57
9235;19;-1.61;42.57
9236;5;-1.33;42.57
9237;5;-1.29;42.57
9238;5;-0.83;42.57
9240;12;-0.65;42.57
9241;9;-0.63;42.57
9243;3;-0.31;42.57
9244;13;-0.23;42.57
9247;8;0.16;42.57
9249;9;0.25;42.57
9250;6;0.28;42.57
9251;17;0.30;42.57
9252;6;0.52;42.57
9253;9;0.72;42.57
9254;6;0.74;42.57
9255;4;0.79;42.57
9256;6;0.83;42.57
9257;6;0.86;42.57
9258;6;0.95;42.57
9259;9;0.98;42.57
9260;9;1.18;42.57
9261;13;1.22;42.57
9262;10;1.40;42.57
9263;16;-0.62;42.58
9264;12;-4.84;42.58
9266;2;0.14;42.58
9267;12;-0.50;42.57
9268;9;-0.37;42.57
9269;19;0.40;42.58
9271;8;-4.74;42.56
9272;12;-4.72;42.57
9273;16;-2.84;42.56
9274;16;-2.77;42.56
9275;11;-1.94;42.57
9276;8;-1.56;42.56
9277;3;-1.12;42.56
9278;8;-0.91;42.56
9279;11;0.12;42.56
9280;19;0.20;42.56
9281;17;0.26;42.56
9282;14;0.71;42.56
9284;9;1.34;42.56
9285;4;-8.42;42.56
9286;4;-8.31;42.56
9287;4;-6.83;42.56
9288;4;-6.72;42.56
9289;3;-6.37;42.56
9290;3;-6.34;42.56
9293;5;-5.24;42.56
9295;7;-4.62;42.56
9296;8;-3.91;42.56
9297;8;-3.72;42.56
9300;8;-3.42;42.56
9301;5;-3.32;42.56
9303;16;-2.80;42.56
9304;7;-2.72;42.56
9305;10;-2.58;42.56
9306;3;-2.34;42.56
9308;3;-2.31;42.56
9309;13;-2.27;42.56
9311;4;-2.16;42.56
9312;18;-1.99;42.56
9313;14;-1.96;42.56
9314;16;-1.95;42.56
9315;5;-1.84;42.56
9316;22;-1.83;42.56
9317;8;-1.72;42.56
9318;21;-1.70;42.56
9319;17;-1.55;42.56
9321;3;-1.08;42.56
9322;3;-1.02;42.56
9323;4;-1.01;42.56
9324;3;-0.95;42.56
9325;5;-0.86;42.56
9326;9;-0.76;42.56
9330;3;-0.61;42.56
9333;9;-0.32;42.56
9334;16;-0.22;42.56
9335;3;0.13;42.56
9336;8;0.14;42.56
9337;11;0.17;42.56
9338;6;0.21;42.56
9339;22;0.52;42.56
9340;17;0.73;42.56
9341;16;0.79;42.56
9342;6;0.81;42.56
9343;13;0.83;42.56
9344;13;0.86;42.56
9345;6;0.92;42.56
9346;10;1.32;42.56
9347;9;1.36;42.56
9348;13;-3.23;42.61
9351;4;-6.98;42.58
9352;11;-3.49;42.57
9353;6;1.02;42.58
9354;4;-8.38;42.56
9355;8;-4.90;42.59
9356;16;-2.86;42.56
9357;11;-1.22;42.57
9359;3;-1.06;42.56
9360;12;-0.94;42.56
9361;8;-0.67;42.56
9362;6;1.27;42.64
9363;4;-6.91;42.55
9364;9;-4.50;42.55
9365;8;-3.60;42.59
9366;16;-3.42;42.59
9367;8;-3.02;42.57
9368;21;-2.63;42.55
9369;21;-2.52;42.55
9370;21;-2.44;42.61
9371;11;-2.36;42.57
9372;6;-2.23;42.56
9373;17;-1.77;42.55
9374;23;-1.65;42.60
9375;8;-1.62;42.56
9377;3;-0.65;42.56
9378;13;-0.57;42.57
9379;3;-0.25;42.56
9381;4;-0.18;42.57
9382;4;-0.15;42.55
9383;17;0.22;42.55
9384;8;0.37;42.56
9385;19;0.50;42.56
9386;19;0.53;42.55
9387;9;0.99;42.55
9388;9;1.16;42.56
9389;10;1.29;42.56
9390;4;-8.45;42.55
9391;4;-8.29;42.55
9392;4;-6.84;42.55
9393;4;-6.77;42.55
9396;3;-6.27;42.57
9404;3;-5.05;42.55
9405;8;-4.73;42.55
9406;4;-4.72;42.55
9408;4;-4.60;42.55
9409;8;-3.87;42.55
9410;3;-3.78;42.55
9411;11;-3.72;42.55
9412;3;-3.71;42.55
9413;11;-3.69;42.55
9415;8;-3.45;42.55
9416;8;-3.41;42.55
9417;8;-3.38;42.55
9420;16;-2.82;42.55
9421;5;-2.81;42.58
9422;7;-2.75;42.55
9423;3;-2.73;42.55
9424;21;-2.47;42.55
9425;11;-2.29;42.58
9426;13;-2.28;42.55
9427;11;-2.27;42.55
9429;4;-2.19;42.55
9431;14;-2.06;42.55
9432;13;-2.02;42.55
9433;22;-2.01;42.55
9434;14;-2.00;42.55
9435;5;-1.98;42.55
9436;10;-1.93;42.55
9437;17;-1.67;42.55
9438;17;-1.59;42.56
9441;7;-1.21;42.55
9442;11;-1.12;42.55
9443;7;-1.04;42.56
9445;4;-0.98;42.55
9446;9;-0.95;42.55
9447;21;-0.89;42.56
9448;5;-0.83;42.55
9449;5;-0.81;42.55
9450;12;-0.54;42.55
9451;13;-0.31;42.55
9452;16;-0.29;42.55
9453;13;-0.26;42.55
9455;13;0.10;42.55
9456;3;0.12;42.55
9457;11;0.13;42.55
9458;3;0.14;42.55
9459;8;0.15;42.55
9460;14;0.20;42.55
9461;19;0.21;42.55
9462;8;0.23;42.55
9463;17;0.28;42.55
9464;6;0.39;42.55
9465;19;0.45;42.55
9466;9;0.48;42.55
9467;9;0.52;42.55
9469;4;0.65;42.55
9470;6;0.71;42.55
9471;4;0.79;42.55
9472;13;0.80;42.55
9473;9;1.03;42.55
9474;13;1.04;42.55
9475;9;1.08;42.55
9476;14;1.18;42.55
9477;10;1.21;42.55
9478;10;1.25;42.55
9479;9;1.31;42.55
9480;7;1.33;42.55
9481;11;-4.04;42.58
9482;24;-1.84;42.58
9483;7;-4.67;42.58
9484;11;0.26;42.57
9485;19;-1.75;42.57
9486;6;-1.91;42.56
9487;8;-1.16;42.56
9488;18;-4.28;42.58
9489;4;-4.15;42.55
9490;16;-3.92;42.58
9491;6;-2.13;42.56
9492;19;-1.67;42.56
9494;4;-7.02;42.55
9495;8;-4.20;42.55
9496;4;-3.82;42.55
9499;22;0.48;42.55
9500;4;-8.48;42.54
9501;4;-8.33;42.54
9502;4;-6.87;42.55
9503;7;-4.08;42.55
9504;23;-1.70;42.55
9505;3;-1.11;42.55
9506;11;-1.08;42.54
9508;9;-0.73;42.58
9509;19;0.73;42.55
9510;14;1.13;42.55
9511;4;-8.30;42.54
9512;4;-6.80;42.54
9517;5;-5.25;42.54
9518;7;-3.77;42.54
9519;4;-3.60;42.54
9520;3;-3.48;42.54
9521;3;-3.38;42.54
9523;8;-2.91;42.56
9525;4;-2.78;42.54
9526;13;-2.56;42.54
9527;9;-2.51;42.54
9528;9;-2.43;42.54
9529;2;-2.19;42.54
9530;11;-2.13;42.54
9531;10;-2.06;42.56
9532;8;-1.98;42.54
9533;13;-1.93;42.54
9534;22;-1.82;42.54
9535;5;-1.80;42.54
9536;22;-1.78;42.54
9537;8;-1.77;42.54
9538;8;-1.75;42.54
9539;17;-1.74;42.54
9540;19;-1.72;42.54
9541;17;-1.65;42.54
9542;21;-1.63;42.54
9543;8;-1.61;42.54
9544;5;-1.57;42.54
9545;8;-1.55;42.54
9546;4;-1.46;42.56
9547;5;-1.38;42.54
9548;10;-1.34;42.54
9549;10;-1.31;42.54
9551;7;-1.06;42.54
9553;4;-0.95;42.54
9554;8;-0.90;42.54
9555;12;-0.62;42.54
9557;3;-0.32;42.54
9558;13;-0.25;42.54
9560;11;0.12;42.54
9561;3;0.13;42.54
9562;8;0.17;42.54
9563;11;0.20;42.54
9564;16;0.22;42.54
9565;14;0.23;42.54
9566;6;0.40;42.54
9567;9;0.48;42.58
9568;12;0.51;42.54
9570;9;0.72;42.54
9571;14;0.78;42.54
9572;15;0.81;42.54
9573;6;0.89;42.54
9574;9;0.97;42.54
9575;13;1.23;42.54
9576;13;1.30;42.54
9577;13;1.40;42.54
9578;21;-1.36;42.56
9579;17;0.71;42.57
9580;12;-4.77;42.56
9581;3;-5.10;42.55
9582;9;-0.45;42.56
9583;3;-6.37;42.54
9585;4;-6.94;42.54
9586;3;-5.16;42.54
9587;3;-4.74;42.54
9588;7;-4.72;42.54
9589;4;-4.61;42.54
9590;4;-4.59;42.54
9591;3;-3.74;42.54
9592;8;-3.71;42.54
9593;5;-3.61;42.54
9594;4;-3.51;42.54
9595;4;-2.83;42.54
9596;4;-2.70;42.54
9597;2;-2.27;42.54
9598;7;-1.26;42.54
9600;3;-0.22;42.54
9601;3;0.01;42.54
9602;7;0.05;42.54
9603;2;0.18;42.53
9604;8;0.25;42.54
9605;17;1.07;42.54
9606;9;1.12;42.54
9607;10;1.41;42.53
9608;3;-7.23;42.53
9609;4;-6.97;42.53
9610;4;-6.91;42.53
9611;4;-6.85;42.53
9613;7;-6.37;42.53
9615;5;-5.28;42.53
9617;13;-3.96;42.53
9619;3;-3.81;42.53
9620;3;-3.77;42.53
9624;13;-2.52;42.53
9625;9;-2.48;42.53
9626;6;-2.23;42.53
9627;4;-2.20;42.53
9628;6;-2.17;42.53
9629;11;-2.15;42.53
9630;20;-2.12;42.53
9631;8;-2.10;42.53
9632;20;-2.03;42.53
9633;16;-1.97;42.53
9634;5;-1.90;42.53
9635;5;-1.87;42.53
9636;5;-1.82;42.53
9637;13;-1.78;42.53
9638;5;-1.74;42.53
9639;5;-1.68;42.53
9640;15;-1.67;42.53
9642;14;-1.63;42.53
9643;3;-1.61;42.53
9644;3;-1.49;42.53
9646;11;-1.40;42.53
9647;16;-1.39;42.53
9648;13;-1.38;42.53
9649;13;-1.17;42.53
9650;8;-1.13;42.53
9652;4;-1.02;42.54
9653;4;-0.97;42.53
9654;7;-0.95;42.53
9655;14;-0.91;42.53
9656;5;-0.89;42.53
9657;21;-0.88;42.53
9658;12;-0.74;42.53
9659;3;-0.66;42.53
9660;8;-0.63;42.53
9661;5;-0.61;42.53
9662;3;-0.60;42.53
9663;9;-0.53;42.53
9664;13;-0.29;42.53
9665;4;-0.19;42.53
9666;4;-0.13;42.53
9667;8;-0.06;42.53
9668;8;-0.02;42.53
9669;3;0.03;42.53
9671;3;0.10;42.53
9672;16;0.23;42.53
9673;12;0.46;42.53
9674;19;0.47;42.53
9675;12;0.48;42.53
9676;19;0.50;42.53
9677;9;0.52;42.53
9679;14;0.70;42.53
9680;10;0.82;42.53
9681;13;0.84;42.53
9682;10;0.85;42.53
9683;9;0.99;42.53
9684;4;1.06;42.53
9685;14;1.10;42.53
9686;17;1.14;42.53
9687;14;1.16;42.53
9688;10;1.39;42.53
9689;4;1.40;42.53
9690;5;-4.51;42.59
9691;8;-5.49;42.56
9692;7;-5.15;42.54
9693;7;-5.06;42.54
9694;9;0.89;42.54
9697;3;-0.93;42.54
9698;18;-0.84;42.57
9699;22;0.55;42.54
9700;6;1.11;42.58
9702;12;-5.19;42.53
9703;7;-4.74;42.53
9704;9;-0.78;42.53
9705;3;-0.55;42.53
9706;3;-0.51;42.53
9707;9;-0.32;42.53
9708;16;-0.27;42.53
9709;3;-0.25;42.53
9710;7;0.02;42.53
9711;8;0.12;42.53
9712;9;0.39;42.53
9713;19;0.45;42.53
9714;9;0.76;42.57
9715;19;0.78;42.53
9717;3;-7.16;42.52
9718;3;-7.13;42.52
9719;4;-6.89;42.52
9720;7;-6.40;42.52
9721;4;-6.13;42.53
9724;8;-5.07;42.52
9726;11;-4.81;42.52
9728;3;-3.83;42.52
9729;8;-3.61;42.52
9730;4;-2.66;42.52
9731;9;-2.56;42.53
9732;10;-2.20;42.52
9734;8;-2.09;42.52
9735;8;-2.01;42.52
9736;8;-1.93;42.52
9737;5;-1.76;42.52
9738;13;-1.74;42.52
9739;20;-1.67;42.52
9740;14;-1.62;42.52
9743;9;-1.39;42.52
9744;5;-1.36;42.52
9746;13;-1.33;42.52
9747;20;-1.30;42.52
9748;16;-1.06;42.52
9749;8;-0.91;42.52
9750;3;-0.89;42.52
9751;14;-0.81;42.52
9753;12;-0.71;42.52
9756;3;-0.62;42.52
9757;8;-0.60;42.52
9758;12;-0.53;42.52
9759;3;-0.41;42.52
9760;13;-0.23;42.53
9761;16;-0.21;42.52
9762;3;0.00;42.52
9764;3;0.08;42.55
9766;8;0.10;42.52
9768;4;0.15;42.52
9769;8;0.17;42.52
9770;17;0.31;42.52
9771;22;0.35;42.52
9772;24;0.36;42.52
9773;11;0.41;42.53
9774;8;0.46;42.52
9775;22;0.51;42.53
9776;7;0.65;42.55
9777;4;0.67;42.52
9778;9;0.70;42.52
9779;11;0.73;42.52
9780;14;0.76;42.52
9781;14;0.78;42.52
9783;3;0.80;42.52
9784;19;0.82;42.52
9785;17;0.84;42.52
9786;7;0.85;42.52
9788;9;0.96;42.52
9790;4;1.05;42.52
9791;22;1.06;42.52
9792;19;1.08;42.52
9793;9;1.17;42.52
9794;14;1.20;42.52
9795;13;1.23;42.52
9797;9;-5.25;42.56
9798;16;-1.28;42.54
9799;9;-4.83;42.54
9800;3;-4.67;42.54
9802;4;0.61;42.56
9804;5;-0.30;42.53
9806;4;0.32;42.54
9807;9;-5.86;42.56
9809;12;-1.24;42.53
9810;6;0.24;42.53
9811;11;0.38;42.53
9812;3;-7.26;42.52
9813;3;-7.05;42.52
9814;5;-6.36;42.52
9816;5;-4.71;42.52
9818;8;-3.94;42.52
9821;10;-2.22;42.52
9822;8;-2.20;42.52
9823;18;-1.64;42.52
9824;16;-1.37;42.52
9825;21;-1.17;42.52
9826;8;-1.08;42.52
9827;9;-1.01;42.52
9828;12;-0.87;42.52
9829;8;-0.83;42.52
9831;4;-0.10;42.53
9832;3;0.09;42.52
9833;9;0.21;42.52
9834;12;0.47;42.52
9835;9;0.48;42.52
9836;3;0.65;42.52
9837;4;0.98;42.52
9838;10;0.99;42.52
9839;22;1.10;42.52
9840;19;1.14;42.52
9841;3;-7.09;42.51
9843;4;-6.44;42.51
9844;3;-6.40;42.51
9845;3;-6.33;42.51
9846;4;-6.31;42.51
9849;7;-5.19;42.51
9850;8;-5.18;42.51
9851;8;-5.14;42.51
9852;3;-4.73;42.51
9855;8;-3.67;42.51
9856;5;-2.15;42.51
9857;16;-1.99;42.51
9858;8;-1.97;42.51
9859;16;-1.93;42.51
9860;5;-1.81;42.51
9861;13;-1.75;42.51
9862;5;-1.73;42.51
9864;9;-1.40;42.51
9865;13;-1.35;42.51
9866;15;-1.30;42.51
9867;7;-0.82;42.51
9868;3;-0.73;42.51
9869;13;-0.72;42.51
9870;13;-0.56;42.51
9871;18;-0.55;42.51
9872;16;-0.50;42.51
9873;13;-0.31;42.51
9874;16;-0.29;42.51
9875;13;-0.27;42.52
9876;5;-0.24;42.51
9877;3;-0.22;42.51
9878;4;-0.19;42.51
9879;4;-0.16;42.51
9880;4;0.08;42.51
9882;8;0.12;42.51
9883;4;0.13;42.51
9884;8;0.15;42.51
9885;11;0.17;42.51
9886;11;0.20;42.51
9887;14;0.23;42.51
9888;14;0.27;42.52
9889;10;0.28;42.51
9890;9;0.35;42.51
9891;6;0.36;42.51
9893;11;0.68;42.51
9894;13;0.70;42.51
9895;5;0.73;42.51
9896;15;0.78;42.51
9897;13;0.79;42.51
9899;22;0.82;42.51
9900;13;0.85;42.51
9901;10;0.97;42.51
9902;4;1.06;42.51
9903;9;1.09;42.51
9904;9;1.15;42.51
9905;19;1.16;42.51
9906;11;1.20;42.51
9907;6;1.21;42.51
9908;10;1.25;42.51
9910;4;-2.25;42.52
9912;17;-5.13;42.52
9913;9;0.83;42.51
9914;4;-7.67;42.51
9915;3;-6.92;42.51
9916;7;-6.90;42.51
9917;8;-6.37;42.51
9919;18;-1.67;42.51
9920;16;-1.65;42.51
9921;7;-1.38;42.51
9922;11;-1.33;42.51
9923;8;-1.06;42.51
9924;11;-0.85;42.51
9925;4;-0.80;42.51
9926;5;-0.67;42.53
9927;12;-0.41;42.51
9928;3;-0.39;42.51
9929;5;0.05;42.51
9930;7;0.07;42.51
9932;22;0.34;42.51
9933;6;0.40;42.51
9934;22;0.43;42.53
9935;13;0.76;42.51
9936;13;1.24;42.51
9937;3;-7.10;42.50
9938;3;-7.07;42.50
9939;4;-6.91;42.50
9940;11;-6.83;42.50
9942;4;-6.41;42.50
9943;4;-6.25;42.50
9944;4;-6.07;42.50
9946;7;-4.75;42.50
9949;8;-3.72;42.50
9950;18;-3.66;42.50
9951;5;-3.65;42.50
9952;4;-3.49;42.50
9953;9;-2.60;42.50
9955;10;-2.18;42.50
9956;20;-2.07;42.50
9957;22;-1.97;42.50
9960;4;-1.37;42.50
9961;7;-1.36;42.50
9962;4;-1.34;42.50
9963;3;-1.28;42.50
9964;3;-1.18;42.50
9965;8;-1.12;42.50
9966;9;-0.95;42.50
9967;8;-0.88;42.50
9968;3;-0.82;42.50
9969;8;-0.81;42.50
9970;3;-0.76;42.50
9971;11;-0.70;42.50
9974;16;-0.31;42.50
9975;5;-0.29;42.50
9976;18;-0.27;42.50
9978;2;-0.19;42.50
9979;8;-0.18;42.50
9980;5;-0.17;42.50
9981;3;-0.16;42.50
9982;11;-0.15;42.50
9983;3;-0.13;42.50
9984;8;-0.12;42.50
9986;3;0.08;42.50
9988;8;0.10;42.50
9989;16;0.12;42.50
9990;12;0.14;42.50
9992;12;0.16;42.50
9993;13;0.21;42.50
9994;6;0.22;42.50
9995;9;0.23;42.50
9996;6;0.28;42.50
9997;22;0.39;42.50
9998;9;0.41;42.50
9999;11;0.47;42.50
10000;22;0.48;42.50
10001;8;0.65;42.50
10002;11;0.66;42.50
10003;16;0.71;42.51
10004;16;0.76;42.50
10005;13;0.80;42.50
10006;11;0.82;42.50
10007;19;0.83;42.50
10008;10;0.94;42.50
10010;19;1.10;42.50
10011;19;1.15;42.50
10012;9;1.25;42.50
10013;8;1.31;42.50
10014;12;-4.00;42.52
10015;4;-6.18;42.51
10016;4;-2.32;42.51
10017;15;-2.16;42.51
10018;10;0.87;42.51
10019;12;-5.25;42.51
10020;5;-4.48;42.50
10021;21;-3.61;42.50
10022;13;-1.69;42.51
10023;13;0.89;42.50
10024;4;0.93;42.51
10025;4;1.03;42.50
10026;5;-5.10;42.50
10027;3;-4.71;42.50
10028;5;-3.06;42.50
10029;17;-1.24;42.50
10030;8;-0.09;42.50
10031;10;0.26;42.50
10032;21;0.42;42.50
10033;9;0.46;42.50
10035;2;0.80;42.50
10036;10;0.85;42.50
10037;13;0.86;42.50
10038;22;1.08;42.50
10039;9;1.24;42.53
10040;10;1.28;42.50
10043;3;-7.17;42.50
10044;3;-7.11;42.50
10045;3;-7.04;42.50
10046;7;-6.91;42.50
10047;7;-6.81;42.50
10048;4;-6.32;42.50
10049;4;-6.26;42.50
10050;4;-6.24;42.50
10054;6;-5.46;42.50
10059;9;-4.57;42.50
10061;3;-3.59;42.50
10062;4;-3.51;42.50
10064;8;-3.11;42.50
10066;9;-2.57;42.50
10067;9;-2.53;42.50
10069;10;-2.16;42.50
10070;8;-2.03;42.50
10071;16;-1.91;42.50
10072;5;-1.72;42.50
10073;3;-1.46;42.50
10075;3;-1.43;42.50
10076;7;-1.37;42.50
10077;11;-1.36;42.50
10078;7;-1.33;42.50
10079;4;-1.32;42.50
10080;8;-1.17;42.50
10081;9;-0.93;42.50
10082;11;-0.86;42.50
10083;8;-0.76;42.50
10084;11;-0.73;42.50
10085;3;-0.41;42.50
10086;9;-0.34;42.50
10087;18;-0.29;42.50
10088;13;-0.28;42.50
10090;2;-0.25;42.50
10091;2;-0.21;42.50
10095;5;0.03;42.50
10096;7;0.08;42.50
10097;16;0.10;42.50
10098;16;0.15;42.50
10099;13;0.16;42.50
10100;18;0.20;42.50
10101;6;0.23;42.50
10102;9;0.25;42.50
10103;6;0.26;42.50
10104;19;0.40;42.50
10105;9;0.44;42.50
10106;19;0.52;42.51
10107;22;0.82;42.50
10108;13;0.84;42.50
10109;4;0.89;42.50
10110;13;0.92;42.50
10111;9;1.10;42.50
10112;14;1.18;42.50
10113;9;1.27;42.50
10114;18;-1.96;42.52
10115;16;-1.19;42.52
10116;4;-6.78;42.50
10117;4;-3.90;42.51
10118;12;-2.22;42.50
10119;21;-1.22;42.50
10120;3;-0.55;42.50
10121;9;-0.44;42.50
10122;5;0.19;42.51
10123;4;0.34;42.50
10124;4;-7.58;42.50
10125;21;-3.69;42.52
10126;5;-3.66;42.49
10127;9;-2.59;42.49
10128;5;-1.97;42.49
10129;7;-1.42;42.49
10130;8;-0.70;42.49
10131;5;-0.34;42.49
10132;8;-0.11;42.49
10133;3;0.06;42.49
10134;11;0.22;42.49
10135;6;0.30;42.49
10136;21;0.45;42.49
10137;8;0.67;42.50
10138;4;0.94;42.49
10139;10;0.98;42.50
10140;4;-7.61;42.49
10144;3;-7.19;42.49
10145;3;-7.15;42.49
10148;3;-6.85;42.49
10149;11;-6.84;42.49
10150;4;-6.76;42.49
10151;9;-6.39;42.49
10152;9;-6.34;42.49
10156;4;-5.46;42.49
10157;5;-5.08;42.49
10159;5;-4.73;42.49
10160;2;-4.70;42.49
10161;5;-4.57;42.50
10163;3;-3.55;42.49
10164;7;-3.54;42.49
10166;9;-2.62;42.49
10167;5;-2.60;42.49
10168;5;-2.58;42.49
10169;5;-2.56;42.49
10170;5;-2.53;42.49
10173;20;-2.10;42.49
10174;8;-2.07;42.49
10175;20;-2.06;42.49
10176;5;-2.05;42.49
10177;5;-1.81;42.49
10179;3;-1.48;42.49
10182;5;-1.15;42.49
